nm
percent
1870	0.0
1871	0.0
1872	0.0
1873	0.0
1874	0.0
1875	0.0
1876	0.0
1877	0.0
1878	0.0
1879	0.0
1880	0.0
1881	0.0
1882	0.0
1883	0.0
1884	0.0
1885	0.0
1886	0.0
1887	0.0
1888	0.0
1889	0.0
1890	0.0
1891	-0.015026602
1892	-0.018063599
1893	-0.022108303
1894	1.51E-002
1895	-0.006636497
1896	0.004281168
1897	-0.009800235
1898	-0.018988447
1899	-0.002812704
1900	0.001251462
1901	-0.004934163
1902	-0.015314219
1903	-0.013310951
1904	0.003317118
1905	-0.027002404
1906	-0.001914557
1907	-0.01031583
1908	-0.015586348
1909	-0.010332871
1910	-0.01033628
1911	0.021221034
1912	-0.00086217
1913	-0.001907076
1914	0.012804431
1915	0.006502909
1916	0.013838762
1917	-0.017593769
1918	0.037894335
1919	0.031565711
1920	0.031561635
1921	0.040938992
1922	0.020063618
1923	0.037756063
1924	0.049149048
1925	0.048075147
1926	0.03765896
1927	0.052145991
1928	0.132832915
1929	0.092432894
1930	0.114098936
1931	0.086110845
1932	0.11702612
1933	0.110704407
1934	0.136524782
1935	0.134362146
1936	0.146736056
1937	0.145710602
1938	0.178864345
1939	0.163258374
1940	0.19523488
1941	0.198449656
1942	0.213988632
1943	0.219292983
1944	0.223542079
1945	0.251702249
1946	0.250909835
1947	0.24921748
1948	0.300255477
1949	0.294377714
1950	0.314572722
1951	0.360006273
1952	0.349119872
1953	0.358121902
1954	0.403937787
1955	0.439472079
1956	0.484569609
1957	0.48975119
1958	0.516457796
1959	0.582919061
1960	0.602609813
1961	0.658129692
1962	0.729127526
1963	0.791892052
1964	0.865354419
1965	9.44E-001
1966	1.040719509
1967	1.157384515
1968	1.245416284
1969	1.405892611
1970	1.530091763
1971	1.695446134
1972	1.88865006
1973	2.109966516
1974	2.353495836
1975	2.627946138
1976	2.946127415
1977	3.35964632
1978	3.729193211
1979	4.255430698
1980	4.796574116
1981	5.393984318
1982	6.100193024
1983	6.90165329
1984	7.757853031
1985	8.792953491
1986	9.929052353
1987	11.17570019
1988	12.51775646
1989	14.04932594
1990	15.61605453
1991	17.38331032
1992	19.28250122
1993	21.4066391
1994	23.38658333
1995	25.70509529
1996	28.16727448
1997	30.4302578
1998	33.28980637
1999	35.84000015
2000	38.32387161
2001	41.0527153
2002	43.77691269
2003	46.25831985
2004	48.9111557
2005	51.61707306
2006	53.96484756
2007	56.44561005
2008	58.82397842
2009	60.97835922
2010	63.03884506
2011	65.07217407
2012	67.01602936
2013	68.69265747
2014	70.42473602
2015	71.90938568
2016	73.27082825
2017	74.6541214
2018	75.88082886
2019	76.97179413
2020	78.0136795
2021	78.9311142
2022	79.76641846
2023	80.60383606
2024	81.31925964
2025	81.94207001
2026	82.58469391
2027	83.15893555
2028	83.60195923
2029	84.07235718
2030	84.48800659
2031	84.86504364
2032	85.19085693
2033	85.48668671
2034	85.75531006
2035	85.90884399
2036	86.10518646
2037	86.29471588
2038	86.40738678
2039	86.58280945
2040	86.58982849
2041	86.67502594
2042	86.81628418
2043	86.82492828
2044	86.87605286
2045	86.91421509
2046	86.96762085
2047	87.01154327
2048	87.0390625
2049	87.04969025
2050	87.11488342
2051	87.18885803
2052	87.21788788
2053	87.32649994
2054	87.38660431
2055	87.54067993
2056	87.6216507
2057	87.68112946
2058	87.79581451
2059	87.95183563
2060	88.06221771
2061	88.25191498
2062	88.41970062
2063	88.53120422
2064	88.69009399
2065	88.86753082
2066	89.07717896
2067	89.22904968
2068	89.46883392
2069	89.62811279
2070	89.78785706
2071	89.9431076
2072	90.12239838
2073	90.25439453
2074	90.41262817
2075	90.61009979
2076	90.80793762
2077	90.95993042
2078	91.08053589
2079	91.18825531
2080	91.30935669
2081	91.43132019
2082	91.59998322
2083	91.66833496
2084	91.81830597
2085	91.87905121
2086	91.99889374
2087	92.06329346
2088	92.12680817
2089	92.20482635
2090	92.29714966
2091	92.34864807
2092	92.3813858
2093	92.42765045
2094	92.50263214
2095	92.52620697
2096	92.5797348
2097	92.61154938
2098	92.6803894
2099	92.64912415
2100	92.69378662
2101	92.7377243
2102	92.74195862
2103	92.72901154
2104	92.80117798
2105	92.76058197
2106	92.74913788
2107	92.7724762
2108	92.8127594
2109	92.77349091
2110	92.78640747
2111	92.75572205
2112	92.68767548
2113	92.73116302
2114	92.71209717
2115	92.68104553
2116	92.63132477
2117	92.59955597
2118	92.55290985
2119	92.51916504
2120	92.49058533
2121	92.46330261
2122	92.42507935
2123	92.358078
2124	92.31118011
2125	92.2256012
2126	92.19484711
2127	92.16446686
2128	92.10061646
2129	92.02275085
2130	91.98552704
2131	91.91048431
2132	91.89796448
2133	91.84848785
2134	91.83529663
2135	91.73851776
2136	91.71751404
2137	91.62359619
2138	91.60116577
2139	91.60429382
2140	91.55024719
2141	91.5161438
2142	91.45066071
2143	91.4552536
2144	91.47016907
2145	91.46644592
2146	91.45028687
2147	91.42219543
2148	91.40637207
2149	91.45765686
2150	91.4240036
2151	91.40503693
2152	91.43028259
2153	91.49925995
2154	91.46350861
2155	91.47902679
2156	91.47923279
2157	91.54304504
2158	91.50792694
2159	91.55084991
2160	91.54677582
2161	91.57645416
2162	91.57889557
2163	91.54859924
2164	91.60836029
2165	91.6809082
2166	91.66699982
2167	91.68987274
2168	91.69811249
2169	91.65923309
2170	91.66642761
2171	91.70245361
2172	91.68943024
2173	91.71064758
2174	91.6795578
2175	91.67989349
2176	91.68032074
2177	91.70244598
2178	91.68487549
2179	91.62042236
2180	91.61637878
2181	91.55251312
2182	91.62573242
2183	91.62227631
2184	91.55033112
2185	91.55560303
2186	91.49897003
2187	91.48822784
2188	91.49752808
2189	91.47376251
2190	91.44992828
2191	91.4557724
2192	91.39861298
2193	91.40613556
2194	91.39398193
2195	91.38601685
2196	91.36667633
2197	91.33301544
2198	91.43013
2199	91.38070679
2200	91.35367584
2201	91.37427521
2202	91.39296722
2203	91.44255829
2204	91.45462036
2205	91.4604187
2206	91.45372009
2207	91.46949768
2208	91.55729675
2209	91.55522156
2210	91.63832855
2211	91.67830658
2212	91.69470978
2213	91.71643829
2214	91.78414154
2215	91.90039825
2216	91.93093872
2217	91.94083405
2218	92.01003265
2219	92.08126831
2220	92.16900635
2221	92.22142029
2222	92.23212433
2223	92.34651947
2224	92.4157486
2225	92.52359009
2226	92.60923767
2227	92.62448883
2228	92.71290588
2229	92.71281433
2230	92.81043243
2231	92.87374115
2232	92.96064758
2233	93.06890869
2234	93.06499481
2235	93.15326691
2236	93.24163818
2237	93.348526
2238	93.39884186
2239	93.51130676
2240	93.49047852
2241	93.49625397
2242	93.60418701
2243	93.69009399
2244	93.74391937
2245	93.8440094
2246	93.81967163
2247	93.95090485
2248	94.03823853
2249	94.03464508
2250	94.19732666
2251	94.17665863
2252	94.20259094
2253	94.22779083
2254	94.2636261
2255	94.37482452
2256	94.4407196
2257	94.42228699
2258	94.42794037
2259	94.47629547
2260	94.5593338
2261	94.54160309
2262	94.58475494
2263	94.56324768
2264	94.5904007
2265	94.56538391
2266	94.49408722
2267	94.48068237
2268	94.48088074
2269	94.47871399
2270	94.38780975
2271	94.45646667
2272	94.3458252
2273	94.28859711
2274	94.3379364
2275	94.26965332
2276	94.16734314
2277	94.07865143
2278	93.97830963
2279	93.91558075
2280	93.76035309
2281	93.67015839
2282	93.47725677
2283	93.25862885
2284	93.04411316
2285	92.79509735
2286	92.53427887
2287	92.18830109
2288	91.85940552
2289	91.36523438
2290	90.94924164
